Author,Title,Year,Publication,DOI
"Duque-Casta\~no, David S. and Zuluaga, Jorge I. and Flor-Torres, Lauren","Machine-assisted classification of potential biosignatures in Earth-like exoplanets using low signal-to-noise ratio transmission spectra","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf563"
"Vincent, Olivier and Bergeron, Pierre and Dufour, Patrick","Synthetic spectroscopy for white dwarf classification: addressing label uncertainty and class imbalance","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf448"
"Trusov, Svyatoslav and Zarrouk, Pauline and Cole, Shaun","Neural network-based model of galaxy power spectrum: fast full-shape galaxy power spectrum analysis","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf285"
"Ricketts, Benjamin J. and Huppenkothen, Daniela and Lucchini, Matteo and Ingram, Adam and Mastroserio, Guglielmo and Ho, Matthew and Wandelt, Benjamin","RTFAST-Spectra: emulation of X-ray reverberation mapping for active galactic nuclei","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf337"
"Sacchi, Andrea and Paggeot, Kevin and Dillmann, Steven and Mart\'\inez-Galarza, Juan Rafael and Kosec, Peter","Hyperluminous Supersoft X-Ray Sources in the Chandra Catalog","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adc256"
"Park, Hyunbae and Jung, Intae and Yajima, Hidenobu and Sorce, Jenny G. and Shapiro, Paul R. and Ahn, Kyungjin and Ocvirk, Pierre and Teyssier, Romain and Yepes, Gustavo and Iliev, Ilian T. and Lewis, Joseph S.~W.","Constraining Reionization with Ly\ensuremath\alpha Damping-wing Absorption in Galaxy Spectra: A Machine Learning Model Based on Reionization Simulations","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adc001"
"Medlock, Isabel and Nagai, Daisuke and Angl\'es-Alc\'azar, Daniel and Gebhardt, Matthew","Constraining Baryonic Feedback Effects on the Matter Power Spectrum with Fast Radio Bursts","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adbc9c"
"Roulston, Benjamin R. and Leonhardes-Barboza, Naunet and Green, Paul J. and Portnoi, Evan","Carbon Stars from Gaia Data Release 3 and the Space Density of Dwarf Carbon Stars","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adba53"
"Schmaltz, Tyler and Hu, Yue and Lazarian, Alex","Estimating the Sonic Mach Number in the Interstellar Medium with Convolutional Neural Networks","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adb7ce"
"Yang, Haifeng and Zhang, Boyu and Cai, Jianghui and Qu, Han and Zheng, Aiyu and Hao, Jing and Chen, Xin and Zhao, Xujun and Xun, Yaling","An automatic detection method for small size dwarf galaxy candidates","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202453042"
"Cunha, P.~A.~C. and Humphrey, A. and Brinchmann, J. and Paulino-Afonso, A. and Bisigello, L. and Bolzonella, M. and Vaz, D.","Exploring the physical properties of type II quasar candidates at intermediate redshifts with CIGALE","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202453068"
"Tutone, A. and Anitra, A. and Ambrosi, E. and La Placa, R. and D'A\`\i, A. and Pinto, C. and Del Santo, M. and Pintore, F. and Pagliaro, A. and Anzalone, A. and Di Salvo, T. and Iaria, R. and Burderi, L. and Sanna, A.","X-ray spectral fitting with Monte Carlo dropout neural networks","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202553690"
"Olander, Terese and Gent, Matthew R. and Heiter, Ulrike and Kochukhov, Oleg and Bergemann, Maria and Magg, Ekaterina and Cassisi, Santi and Kovalev, Mikhail and Morel, Thierry and Miller, Nicola J. and Souto, Diogo and Shan, Yutong and Rojas-Ayala, B\'arbara and Delgado-Mena, Elisa and Wang, Haiyang S.","Performance of the Stellar Abundances and atmospheric Parameters Pipeline adapted for M dwarfs: I. Atmospheric parameters from the spectroscopic module","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452048"
"Kuiper, Dirk and Contardo, Gabriella and Huppenkothen, Daniela and Hessels, Jason W.~T.","Representation learning for fast radio burst dynamic spectra","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf306"
"Humpe, Andreas and Mazzali, Paolo A. and Gal-Yam, Avishay and Siekmann, Ivo","Decision tree ensembles for automatic spectroscopic classification of tidal disruption events","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf262"
"Laal, Nima and Taylor, Stephen R. and Kelley, Luke Zoltan and Simon, Joseph and G\""ultekin, Kayhan and Wright, David and B\'ecsy, Bence and Casey-Clyde, J. Andrew and Chen, Siyuan and Cingoranelli, Alexander and D'Orazio, Daniel J. and Gardiner, Emiko C. and Lamb, William G. and Matt, Cayenne and Siwek, Magdalena S. and Wachter, Jeremy M.","Deep Neural Emulation of the Supermassive Black Hole Binary Population","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adb4ef"
"Qiang, Da-Chun and Zheng, Jie and You, Zhi-Qiang and Yang, Sheng","Unsupervised Machine Learning for Classifying CHIME Fast Radio Bursts and Investigating Empirical Relations","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adb72b"
"Gharib-Nezhad, Ehsan (Sam) and Valizadegan, Hamed and Batalha, Natasha E. and Martinho, Miguel J.~S. and Lew, Ben W.~P.","TelescopeML. II. Convolutional Neural Networks for Predicting Brown Dwarf Atmospheric Parameters","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ada1d2"
"Fagin, Joshua and Paic, Eric and Neira, Favio and Best, Henry and Anguita, Timo and Millon, Martin and O'Dowd, Matthew and Sluse, Dominique and Vernardos, Georgios","Predicting High-magnification Events in Microlensed Quasars in the Era of LSST Using Recurrent Neural Networks","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adaebb"
"Negro, Michela and Cibrario, Nicol\'o and Burns, Eric and Wood, Joshua and Goldstein, Adam and Dal Canton, Tito","Prompt Gamma-Ray Burst Recognition through Waterfalls and Deep Learning","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ada8a9"
"Stuardi, C. and Botteon, A. and Sereno, M. and Umetsu, K. and Gavazzi, R. and Bonafede, A. and Gheller, C.","Radio emission from a massive node of the cosmic web: A discovery powered by machine learning","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452581"
"Mulato, Lionel and Merc, Jaroslav and Charbonnel, St\'ephane and Garde, Olivier and Le Dȗ, Pascal and Petit, Thomas","Search for new Galactic Wolf\textendashRayet stars using Gaia DR3: I. Candidate selection and the follow-up of the bright sample","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202453359"
"Karpov, S. and Malkov, O. and Avdeeva, A.","New ultracool dwarf candidates from multi-epoch WISE data","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452011"
"Breton, Michel-Andr\`es","PySCo: A fast particle-mesh N-body code for modified gravity simulations in Python","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452770"
"Vilardi, S. and Capozziello, S. and Brescia, M.","Discriminating between cosmological models using data-driven methods","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451779"
"Guti\'errez-Soto, L.~A. and Lopes de Oliveira, R. and Akras, S. and Gon\ccalves, D.~R. and Lomel\'\i-N\'u\~nez, L.~F. and Mendes de Oliveira, C. and Telles, E. and Alvarez-Candal, A. and Borges Fernandes, M. and Daflon, S. and Ferreira Lopes, C.~E. and Grossi, M. and Hazarika, D. and Humire, P.~K. and Lima-Dias, C. and Lopes, A.~R. and Nilo Castell\'on, J.~L. and Panda, S. and Kanaan, A. and Ribeiro, T. and Schoenell, W.","Mapping H\ensuremath\alpha excess candidate point sources in the southern hemisphere using S-PLUS data","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202453167"
"Ye, Xianhao and Wu, Wenbo and Allende Prieto, Carlos and Aguado, David S. and Zhao, Jingkun and Gonz\'alez Hern\'andez, Jonay I. and Rebolo, Rafael and Zhao, Gang and Li, Zhuohan and del Burgo, Carlos and Chen, Yuqin","Mapping the Milky Way with Gaia Bp/Rp spectra: I. Systematic flux corrections and atmospheric parameters for 68 million stars","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452871"
"Ardern-Arentsen, Anke and Kane, Sarah G. and Belokurov, Vasily and Matsuno, Tadafumi and Montelius, Martin and Monty, Stephanie and Sanders, Jason L.","Predicting metallicities and carbon abundances from Gaia XP spectra for (carbon-enhanced) metal-poor stars","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf096"
"Sahlmann, Johannes and G\'omez, Pablo","Machine learning-based identification of Gaia astrometric exoplanet orbits","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf018"
"Pennock, Clara M. and van Loon, Jacco Th and Cioni, Maria-Rosa L. and Maitra, Chandreyee and Oliveira, Joana M. and Craig, Jessica E.~M. and Ivanov, Valentin D. and Aird, James and Anih, Joy O. and Cross, Nicholas J.~G. and Dresbach, Francesca and de Grijs, Richard and Groenewegen, Martin A.~T.","The VMC Survey - LI. Classifying extragalactic sources using a probabilistic random forest supervised machine learning algorithm","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf080"
"Dillmann, Steven and Mart\'\inez-Galarza, Juan Rafael and Soria, Roberto and Stefano, Rosanne Di and Kashyap, Vinay L.","Representation learning for time-domain high-energy astrophysics: Discovery of extragalactic fast X-ray transient XRT 200515","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2808"
"Ye, Renhao and Shen, Shiyin and de Souza, Rafael S. and Xu, Quanfeng and Chen, Mi and Chen, Zhu and Ishida, Emille E.~O. and Krone-Martins, Alberto and Durgesh, Rupesh","From Galaxy Zoo DECaLS to BASS/MzLS: detailed galaxy morphology classification with unsupervised domain adaption","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf025"
"Saadeh, Daniela and Koyama, Kazuya and Morice-Atkinson, Xan","A field-level emulator for modified gravity","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2807"
"Agarwal, Sushmita and Shukla, Amit and Sharma, Pranjali","Constraining \ensuremath\gamma-ray dissipation site in gravitationally lensed quasar - PKS 1830-211","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/staf021"
"Yoshioka, Takehiro and Kashikawa, Nobunari and Takeda, Yoshihiro and Ito, Kei and Liang, Yongming and Ishimoto, Rikako and Arita, Junya and Nishimura, Yuri and Hoshi, Hiroki and Shimizu, Shunta","Predicting Ly\ensuremath\alpha emission from distant galaxies with neural network architecture","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2796"
"Chen, Pinjian and Fang, Xuan and Chen, Xiaodian and Liu, Jifeng","Periodic Variability of the Central Stars of Planetary Nebulae Surveyed through the Zwicky Transient Facility","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ada94a"
"Pang, Yuxuan and Wu, Xue-Bing and Fu, Yuming and Zhu, Rui and Lyu, Bing and Wang, Huimei and Feng, Xiaotong","A Pilot Study for the CSST Slitless Spectroscopic Quasar Survey Based on Mock Data","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adabdc"
"Sun, Wan-Peng and Zhang, Ji-Guo and Li, Yichao and Hou, Wan-Ting and Zhang, Fu-Wen and Zhang, Jing-Fei and Zhang, Xin","Exploring the Key Features of Repeating Fast Radio Bursts with Machine Learning","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/adad6a"
"Ayubinia, Ashraf and Woo, Jong-Hak and Hafezianzadeh, Fatemeh and Kim, Taehwan and Kim, Changseok","Prediction of Star Formation Rates Using an Artificial Neural Network","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ada366"
"Hattori, Kohei","Metallicity and \ensuremath\alpha-abundance for 48 Million Stars in Low-extinction Regions in the Milky Way","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ad9686"
"Khakpash, Somayeh and Bianco, Federica B. and Vernardos, Georgios and Dobler, Gregory and Keeton, Charles","Autoencoder Reconstruction of Cosmological Microlensing Magnification Maps","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ada5ff"
"Huang, Jian and Luo, Bin and Brandt, W.~N. and Chen, Ying and Ni, Qingling and Xue, Yongquan and Zhang, Zijian","Photometric Selection of Type 1 Quasars in the XMM-LSS Field with Machine Learning and the Disk\textendashCorona Connection","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ad9baf"
"Manteiga, M. and Santove\~na, R. and \'Alvarez, M.~A. and Dafonte, C. and Penedo, M.~G. and Navarro, S. and Corral, L.","Disentangling stellar atmospheric parameters in astronomical spectra using generative adversarial neural networks: Application to Gaia/RVS parameterisation","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451786"
"Cai, Jiang-Hui and Li, Na and Yang, Hai-Feng and Wang, Li-Li and Zheng, Ai-Yu and Hao, Jing and Zhao, Xujun and Xun, Yaling","Parameter measurement based on photometric images: I. The method and the gas-phase metallicity of spiral galaxies","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452813"
"Castell\'o, G. and Luna, M. and Terradas, J.","Fast Bayesian spectral analysis using convolutional neural networks: Applications to GONG H\ensuremath\alpha solar data","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452928"
"Centofanti, Ezequiel and Farrens, Samuel and Starck, Jean-Luc and Liaudat, Tob\'\ias and Szapiro, Alex and Pollack, Jennifer","Breaking the degeneracy in stellar spectral classification from single wide-band images","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452224"
"Andika, Irham T. and Schuldt, Stefan and Suyu, Sherry H. and Bag, Satadru and Ca\~nameras, Raoul and Melo, Alejandra and Grillo, Claudio and Chan, James H.~H.","Accelerating lensed quasar discovery and modeling with physics-informed variational autoencoders","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202453474"
"von Wietersheim-Kramsta, Maximilian and Lin, Kiyam and Tessore, Nicolas and Joachimi, Benjamin and Loureiro, Arthur and Reischke, Robert and Wright, Angus H.","KiDS-SBI: Simulation-based inference analysis of KiDS-1000 cosmic shear","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202450487"
"Geng, S. and Grespan, M. and Thuruthipilly, H. and Harikumar, S. and Pollo, A. and Biesiada, M.","Investigating the redshift evolution of lensing galaxy density slopes via model-independent distance ratios","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451894"
"Chaves-Montero, J. and Cabayol-Garcia, L. and Lokken, M. and Font-Ribera, A. and Aguilar, J. and Ahlen, S. and Bianchi, D. and Brooks, D. and Claybaugh, T. and Cole, S. and de la Macorra, A. and Ferraro, S. and Forero-Romero, J.~E. and Gazta\~naga, E. and Gontcho A Gontcho, S. and Gutierrez, G. and Honscheid, K. and Kehoe, R. and Kirkby, D. and Kremin, A. and Lambert, A. and Landriau, M. and Manera, M. and Martini, P. and Miquel, R. and Mu\~noz-Guti\'errez, A. and Niz, G. and P\'erez-R\`afols, I. and Rossi, G. and Sanchez, E. and Schubnell, M. and Sprayberry, D. and Tarl\'e, G. and Weaver, B.~A.","ForestFlow: predicting the Lyman-\ensuremath\alpha forest clustering from linear to nonlinear scales","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452039"
"Seli, B. and Vida, K. and Ol\'ah, K. and G\""orgei, A. and So\'os, Sz. and P\'al, A. and Kriskovics, L. and K\Hov\'ari, Zs.","Stellar flare morphology with TESS across the main sequence","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452489"
"Querci, Lapo and Pallottini, Andrea and Branca, Lorenzo and Salvadori, Stefania","Stellar halos tracing the assembly of ultra-faint dwarf galaxies","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452476"
"Bhambra, Prabh and Joachimi, Benjamin and Lahav, Ofer and Piras, Davide","PSI-GAN: a power-spectrum-informed generative adversarial network for the emulation of large-scale structure maps across cosmologies and redshifts","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2810"
"Muraveva, Tatiana and Giannetti, Andrea and Clementini, Gisella and Garofalo, Alessia and Monti, Lorenzo","Metallicity of RR Lyrae stars from the Gaia Data Release 3 catalogue computed with Machine Learning algorithms","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2679"
"Kane, Sarah G. and Belokurov, Vasily and Cranmer, Miles and Monty, Stephanie and Zhang, Hanyuan and Ardern-Arentsen, Anke","The ones that got away: chemical tagging of globular cluster-origin stars with Gaia BP/RP spectra","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2689"
"Zhou, Xingchen and Li, Nan and Zou, Hu and Gong, Yan and Deng, Furen and Chen, Xuelei and Yu, Qian and He, Zizhao and Ding, Boyi","Estimating photometric redshifts for galaxies from the DESI Legacy Imaging Surveys with Bayesian neural networks trained by DESI EDR","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2713"
"Gondhalekar, Yash and Bose, Sownak and Li, Baojiu and Cuesta-Lazaro, Carolina","Emulation of f(R) modified gravity from \ensuremath\LambdaCDM using conditional GANs","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2687"
"Jeffrey, N. and Whiteway, L. and Gatti, M. and Williamson, J. and Alsing, J. and Porredon, A. and Prat, J. and Doux, C. and Jain, B. and Chang, C. and Cheng, T. -Y. and Kacprzak, T. and Lemos, P. and Alarcon, A. and Amon, A. and Bechtol, K. and Becker, M.~R. and Bernstein, G.~M. and Campos, A. and Carnero Rosell, A. and Chen, R. and Choi, A. and DeRose, J. and Drlica-Wagner, A. and Eckert, K. and Everett, S. and Fert\'e, A. and Gruen, D. and Gruendl, R.~A. and Herner, K. and Jarvis, M. and McCullough, J. and Myles, J. and Navarro-Alsina, A. and Pandey, S. and Raveri, M. and Rollins, R.~P. and Rykoff, E.~S. and S\'anchez, C. and Secco, L.~F. and Sevilla-Noarbe, I. and Sheldon, E. and Shin, T. and Troxel, M.~A. and Tutusaus, I. and Varga, T.~N. and Yanny, B. and Yin, B. and Zuntz, J. and Aguena, M. and Allam, S.~S. and Alves, O. and Bacon, D. and Bocquet, S. and Brooks, D. and da Costa, L.~N. and Davis, T.~M. and De Vicente, J. and Desai, S. and Diehl, H.~T. and Ferrero, I. and Frieman, J. and Garc\'\ia-Bellido, J. and Gaztanaga, E. and Giannini, G. and Gutierrez, G. and Hinton, S.~R. and Hollowood, D.~L. and Honscheid, K. and Huterer, D. and James, D.~J. and Lahav, O. and Lee, S. and Marshall, J.~L. and Mena-Fern\'andez, J. and Miquel, R. and Pieres, A. and Plazas Malag\'on, A.~A. and Roodman, A. and Sako, M. and Sanchez, E. and Sanchez Cid, D. and Smith, M. and Suchyta, E. and Swanson, M.~E.~C. and Tarle, G. and Tucker, D.~L. and Weaverdyck, N. and Weller, J. and Wiseman, P. and Yamamoto, M.","Dark energy survey year 3 results: likelihood-free, simulation-based wCDM inference with neural compression of weak-lensing map statistics","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2629"
"Inight, Keith and G\""ansicke, Boris T. and Schwope, Axel and Anderson, Scott F. and Breedt, Elm\'e and Brownstein, Joel R. and Demasi, Sebastian and Friedrich, Susanne and Hermes, J.~J. and Long, Knox S. and Mulvany, Timothy and Adamane Pallathadka, Gautham and Salvato, Mara and Scaringi, Simone and Schreiber, Matthias R. and Stringfellow, Guy S. and Thorstensen, John R. and Tovmassian, Gagik and Zakamska, Nadia L.","Cataclysmic variables from Sloan Digital Sky Survey - V (2020-2023) identified using machine learning","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2524"
"Nguyen, Hiep and Tang, Haiyang and Alger, Matthew and Marchal, Antoine and Muller, Eric G.~M. and Ong, Cheng Soon and McClure-Griffiths, N.~M.","TPCNet: representation learning for H I mapping","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2631"
"Hu, Teng and Khaire, Vikram and Hennawi, Joseph F. and Tripp, Todd M. and O\~norbe, Jose and Walther, Michael and Luki\'c, Zarija","Measurements of the thermal and ionization state of the intergalactic medium during the cosmic afternoon","2025","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2474"
"Liu, Yangyang and Tu, Liangping and Li, Jianxi and Miao, Jiawei and Lin, Gengqi and Zhao, Chenying","YOLOX-LS: Strong Gravitational Lenses Detection in the DECaLS with Deep Learning","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ad97ba"
"Chan, James Hung-Hsu and Fagin, Joshua and Best, Henry and O'Dowd, Matthew J.","Reverberation Mapping of Lamppost and Wind Structures in Accretion Thin Disks","2025","The Astrophysical Journal","https://doi.org/10.3847/1538-4357/ad93af"
"Ferreira Lopes, C.~E. and Guti\'errez-Soto, L.~A. and Ferreira Alberice, V.~S. and Monsalves, N. and Hazarika, D. and Catelan, M. and Placco, V.~M. and Limberg, G. and Almeida-Fernandes, F. and Perottoni, H.~D. and Smith Castelli, A.~V. and Akras, S. and Alonso-Garc\'\ia, J. and Cordeiro, V. and Jaque Arancibia, M. and Daflon, S. and Dias, B. and Gon\ccalves, D.~R. and Machado-Pereira, E. and Lopes, A.~R. and Bom, C.~R. and Thom de Souza, R.~C. and de Is\'\idio, N.~G. and Alvarez-Candal, A. and De Rossi, M.~E. and Bonatto, C.~J. and Cubillos Palma, B. and Borges Fernandes, M. and Humire, P.~K. and Oliveira Schwarz, G.~B. and Schoenell, W. and Kanaan, A. and Mendes de Oliveira, C.","Stellar atmospheric parameters and chemical abundances of \raisebox-0.5ex\textasciitilde5 million stars from S-PLUS multiband photometry","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451491"
"El-Kholy, R.~I. and Hayman, Z.~M.","Optimised sampling of SDSS-IV MaStar spectra for stellar classification using supervised models","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451309"
"Cvr\vcek, Vojt\vech and Romaniello, Martino and \vS\'ara, Radim and Freudling, Wolfram and Ballester, Pascal","Stellar parameter prediction and spectral simulation using machine learning: A systematic comparison of methods with HARPS observational data","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451073"
"Wu, Huili and Bu, Yude and Zhang, JiangChuan and Zhang, Mengmeng and Yi, Zhenping and Liu, Meng and Kong, Xiaoming and Lei, Zhenxin","Search for hot subdwarf stars from SDSS images using a deep learning method: SwinBayesNet","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451348"
"D'Amicis, R. and Velli, M. and Panasenco, O. and Sorriso-Valvo, L. and Perrone, D. and Benella, S. and De Marco, R. and Bruno, R. and Wang, Y. -M. and R\'eville, V. and Baker, D. and Matteini, L. and Yardley, S. and Settino, A. and Sioulas, N. and Alterman, B. and Tenerani, A. and Raines, J. and Holmes, J. and Buchlin, E. and Verdini, A. and Demoulin, P. and van Driel-Gesztelyi, L. and Telloni, D. and Consolini, G. and Marcucci, M.~F. and Stangalini, M. and Marino, R. and Fortunato, V. and Mele, G. and Monti, F. and Owen, C.~J. and Louarn, P. and Livi, S.","On Alfv\'enic turbulence of solar wind streams observed by Solar Orbiter during March 2022 perihelion and their source regions","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451686"
"Kemp, Alex and Fritzewski, Dario J. and Van Reeth, Timothy and IJspeert, Luc and Michielsen, Mathias and Mombarg, Joey S.~G. and Vanlaer, Vincent and Li, Gang and Tkachenko, Andrew and Aerts, Conny","KIC 4150611: A quadruply eclipsing heptuple star system with a g-mode period-spacing pattern: Asteroseismic modelling of the g-mode period-spacing pattern","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451995"
"Daza-Perilla, I.~V. and Eriksen, M. and Navarro-Giron\'es, D. and Gonzalez, E.~J. and Rodriguez, F. and Gazta\~naga, E. and Baugh, C.~M. and Lares, M. and Cabayol-Garcia, L. and Castander, F.~J. and Siudek, M. and Wittje, A. and Hildebrandt, H. and Casas, R. and Tallada-Cresp\'\i, P. and Garcia-Bellido, J. and Sanchez, E. and Sevilla-Noarbe, I. and Miquel, R. and Padilla, C. and Renard, P. and Carretero, J. and De Vicente, J.","The PAU survey: Enhancing photometric redshift estimation using DEEPz","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452053"
"Daoutis, C. and Zezas, A. and Kyritsis, E. and Kouroumpatzakis, K. and Bonfini, P.","From seagull to hummingbird: New diagnostic methods for resolving galaxy activity","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451323"
"Ginolfi, Michele and Mannucci, Filippo and Belfiore, Francesco and Marconi, Alessandro and Boardman, Nicholas and Pozzetti, Lucia and Bolzonella, Micol and Di Teodoro, Enrico and Cresci, Giovanni and Wild, Vivienne and Rodrigues, Myriam and Maiolino, Roberto and Cirasuolo, Michele and Oliva, Ernesto","Inferring redshift and galaxy properties via a multi-task neural net with probabilistic outputs: An application to simulated MOONS spectra","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202452799"
"Gebhard, Timothy D. and Wildberger, Jonas and Dax, Maximilian and Kofler, Annalena and Angerhausen, Daniel and Quanz, Sascha P. and Sch\""olkopf, Bernhard","Flow matching for atmospheric retrieval of exoplanets: Where reliability meets adaptive noise levels","2025","Astronomy and Astrophysics","https://doi.org/10.1051/0004-6361/202451861"
"Thummel, Linus and Bose, Benjamin and Pourtsidou, Alkistis and Lombriser, Lucas","Classifying modified gravity and dark energy theories with Bayesian neural networks: massive neutrinos, baryonic feedback, and the theoretical error","2024","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2500"
"Hang, Qianjun and Joachimi, Benjamin and Charles, Eric and Crenshaw, John Franklin and Larsen, Patricia and Malz, Alex I. and Schmidt, Sam and Yan, Ziang and Zhang, Tianqing and LSST Dark Energy Science Collaboration","Impact of survey spatial variability on galaxy redshift distributions and the cosmological 3 \texttimes 2-point statistics for the Rubin Legacy Survey of Space and Time (LSST)","2024","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2519"
"Cook, Todd L. and Bandi, Behnood and Philipsborn, Sam and Loveday, Jon and Bellstedt, Sabine and Driver, Simon P. and Robotham, Aaron S.~G. and Bilicki, Maciej and Kaur, Gursharanjit and Tempel, Elmo and Baldry, Ivan and Gruen, Daniel and Longhetti, Marcella and Iovino, Angela and Holwerda, Benne W. and Demarco, Ricardo","Wide Area VISTA Extra-galactic Survey (WAVES): unsupervised star-galaxy separation on the WAVES-Wide photometric input catalogue using UMAP and HDBSCAN","2024","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2389"
"Jaelani, Anton T. and More, Anupreeta and Wong, Kenneth C. and Inoue, Kaiki T. and Chao, Dani C. -Y. and Premadi, Premana W. and Ca\~nameras, Raoul","Survey of gravitationally lensed objects in HSC imaging (SuGOHI) - X. Strong lens finding in the HSC-SSP using convolutional neural networks","2024","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2442"
"Doeser, Ludvig and Jamieson, Drew and Stopyra, Stephen and Lavaux, Guilhem and Leclercq, Florent and Jasche, Jens","Bayesian inference of initial conditions from non-linear cosmic structures using field-level emulators","2024","Monthly Notices of the Royal Astronomical Society","https://doi.org/10.1093/mnras/stae2429"
