Author,Title,Year,Publication,DOI
"Ebrahimkutty, N. and Gent, M.~R. and Mourard, D. and Domiciano de Souza, A. and Bergemann, M. and Morel, T. and Morello, G. and Nardetto, N. and Plez, B.","Optimised use of interferometry, spectroscopy, and stellar atmosphere models for determining the fundamental parameters of stars",2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450105
"Pessi, P.~J. and Durgesh, R. and Nakazono, L. and Hayes, E.~E. and Oliveira, R.~A.~P. and Ishida, E.~E.~O. and Moitinho, A. and Krone-Martins, A. and Moews, B. and de Souza, R.~S. and Beck, R. and Kuhn, M.~A. and Nowak, K. and Vaughan, S.",ELEPHANT: ExtragaLactic alErt Pipeline for Hostless AstroNomical Transients,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450535
"Molina-Jorquera, F. and Damke, G. and Fern\'andez-Olivares, D. and Jaque-Arancibia, M. and Almeida-Fernandes, F. and Daflon, S. and Schoenell, W. and Ribeiro, T. and Kanaan, A. and Torres-Flores, S. and de Oliveira, C. Mendes",Determination of metallicities of red giant stars using machine learning techniques applied to the narrow and broadband photometry of the S-PLUS survey,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202451059
"Einig, Lucas and Palud, Pierre and Roueff, Antoine and Pety, J\'er\^ome and Bron, Emeric and Le Petit, Franck and Gerin, Maryvonne and Chanussot, Jocelyn and Chainais, Pierre and Thouvenin, Pierre-Antoine and Languignon, David and Be\vsli\'c, Ivana and Coud\'e, Simon and Mazurek, Helena and Orkisz, Jan H. and Santa-Maria, Miriam G. and S\'egal, L\'eontine and Zakardjian, Antoine and Bardeau, S\'ebastien and Demyk, Karine and de Souza Magalh\~aes, Victor and Goicoechea, Javier R. and Gratier, Pierre and Guzm\'an, Viviana V. and Hughes, Annie and Levrier, Fran\ccois and Le Bourlot, Jacques and Lis, Dariusz C. and Liszt, Harvey S. and Peretto, Nicolas and Roueff, Evelyne and Sievers, Albrecht",Quantifying the informativity of emission lines to infer physical conditions in giant molecular clouds: I. Application to model predictions,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202451588
"Khalatyan, A. and Anders, F. and Chiappini, C. and Queiroz, A.~B.~A. and Nepal, S. and dal Ponte, M. and Jordi, C. and Guiglion, G. and Valentini, M. and Torralba Elipe, G. and Steinmetz, M. and Pantaleoni-Gonz\'alez, M. and Malhotra, S. and Jim\'enez-Arranz, \'O. and Enke, H. and Casamiquela, L. and Ard\`evol, J.",Transferring spectroscopic stellar labels to 217 million Gaia DR3 XP stars with SHBoost,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202451427
"Acharya, Anshuman and Mertens, Florent and Ciardi, Benedetta and Ghara, Raghunath and Koopmans, L\'eon V.~E. and Zaroubi, Saleem",Revised LOFAR upper limits on the 21-cm signal power spectrum at z \ensuremath\approx 9.1 using machine learning and gaussian process regression,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnrasl/slae078
"Scognamiglio, Diana and Spiniello, Chiara and Radovich, Mario and Tortora, Crescenzo and Napolitano, Nicola R. and Li, Rui and Maturi, Matteo and Maksymowicz-Maciata, Michalina and Cappellari, Michele and Arnaboldi, Magda and Bevacqua, Davide and Coccato, Lodovico and D'Ago, Giuseppe and Feng, Hai-Cheng and Ferr\'e-Mateu, Anna and Hartke, Johanna and Mart\'\in-Navarro, Ignacio and Pulsoni, Claudia",INSPIRE: INvestigating Stellar Population In RElics - VII. The local environment of ultra-compact massive galaxies,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae2185
"Nasir, Fahad and Gaikwad, Prakash and Davies, Frederick B. and Bolton, James S. and Puchwein, Ewald and Bosman, Sarah E.~I.",Deep learning the intergalactic medium using Lyman-alpha forest at 4 \ensuremath\leq z \ensuremath\leq 5,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae2153
"Voloshina, A.~S. and Lavrukhina, A.~D. and Pruzhinskaya, M.~V. and Malanchev, K.~L. and Ishida, E.~E.~O. and Krushinsky, V.~V. and Aleo, P.~D. and Gangler, E. and Kornilov, M.~V. and Korolev, V.~S. and Russeil, E. and Semenikhin, T.~A. and Sreejith, S. and Volnova, A.~A. and SNAD Team",SNAD catalogue of M-dwarf flares from the Zwicky Transient Facility,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae2031
"Huang, Yang and Beers, Timothy C. and Xiao, Kai and Yuan, Haibo and Lee, Young Sun and Gu, Hongrui and Hong, Jihye and Liu, Jifeng and Fan, Zhou and Coelho, Paula and Cruz, Patricia and Galindo-Guil, F.~J. and Daflon, Simone and Jim\'enez-Esteban, Fran and Cenarro, Javier and Crist\'obal-Hornillos, David and Hern\'andez-Monteagudo, Carlos and L\'opez-Sanjuan, Carlos and Mar\'\in-Franch, Antonio and Moles, Mariano and Varela, Jes\'us and V\'azquez Rami\'o, H\'ector and Alcaniz, Jailson and Dupke, Renato and Ederoclite, Alessandro and Sodr\'e, Laerte and Angulo, Raul E.",J-PLUS: Beyond Spectroscopy. III. Stellar Parameters and Elemental-abundance Ratios for Five Million Stars from DR3,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad6b94
"Jones, Evan and Do, Tuan and Li, Yun Qi and Alfaro, Kevin and Singal, Jack and Boscoe, Bernie",Redshift Prediction with Images for Cosmology Using a Bayesian Convolutional Neural Network with Conformal Predictions,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad6d5a
"Zhao, He and Wang, Shu and Jiang, Biwei and Li, Jun and Fan, Dongwei and Ren, Yi and Ma, Xiaoxiao",Data-driven Stellar Intrinsic Colors and Dust Reddenings for Spectrophotometric Data: From the Blue-edge Method to a Machine Learning Approach,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad6d64
"Hon, Marc and Li, Yaguang and Ong, Joel",Flow-based Generative Emulation of Grids of Stellar Evolutionary Models,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad6320
"Hao, Nicole and Flagg, Laura and Jayawardhana, Ray",Detecting and Classifying Flares in High-resolution Solar Spectra with Supervised Machine Learning,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad5be3
"Saxena, A. and Salvato, M. and Roster, W. and Shirley, R. and Buchner, J. and Wolf, J. and Kohl, C. and Starck, H. and Dwelly, T. and Comparat, J. and Malyali, A. and Krippendorf, S. and Zenteno, A. and Lang, D. and Schlegel, D. and Zhou, R. and Dey, A. and Valdes, F. and Myers, A. and Assef, R.~J. and Ricci, C. and Temple, M.~J. and Merloni, A. and Koekemoer, A. and Anderson, S.~F. and Morrison, S. and Liu, X. and Nandra, K.",CIRCLEZ : Reliable photometric redshifts for active galactic nuclei computed solely using photometry from Legacy Survey Imaging for DESI,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450886
"Lueber, Anna and Heng, Kevin and Bowler, Brendan P. and Kitzmann, Daniel and Vos, Johanna M. and Zhou, Yifan","Retrieved atmospheric properties of the sub-stellar object VHS 1256 b with HST, VLT, and JWST spectra",2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202451301
"La Marca, A. and Margalef-Bentabol, B. and Wang, L. and Gao, F. and Goulding, A.~D. and Martin, G. and Rodriguez-Gomez, V. and Trager, S.~C. and Yang, G. and Dav\'e, R. and Dubois, Y.",Dust and power: Unravelling the merger-active galactic nucleus connection in the second half of cosmic history,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202348188
"Dupourqu\'e, S. and Barret, D. and Diez, C.~M. and Guillot, S. and Quintin, E.",jaxspec: A fast and robust Python library for X-ray spectral fitting,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202451736
"Angthopo, J. and Granett, B.~R. and La Barbera, F. and Longhetti, M. and Iovino, A. and Fossati, M. and Ditrani, F.~R. and Costantin, L. and Zibetti, S. and Gallazzi, A. and S\'anchez-Bl\'azquez, P. and Tortora, C. and Spiniello, C. and Poggianti, B. and Vazdekis, A. and Balcells, M. and Bardelli, S. and Benn, C.~R. and Bianconi, M. and Bolzonella, M. and Busarello, G. and Cassar\`a, L.~P. and Corsini, E.~M. and Cucciati, O. and Dalton, G. and Ferr\'e-Mateu, A. and Garc\'\ia-Benito, R. and Gonz\'alez Delgado, R.~M. and Gafton, E. and Gullieuszik, M. and Haines, C.~P. and Iodice, E. and Ikhsanova, A. and Jin, S. and Knapen, J.~H. and McGee, S. and Mercurio, A. and Merluzzi, P. and Morelli, L. and Moretti, A. and Murphy, D.~N.~A. and Pizzella, A. and Pozzetti, L. and Ragusa, R. and Trager, S.~C. and Vergani, D. and Vulcani, B. and Talia, M. and Zucca, E.",Retrieval of the physical parameters of galaxies from WEAVE-StePS-like data using machine learning,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449979
"Maitra, Soumak and Cristiani, Stefano and Viel, Matteo and Trotta, Roberto and Cupani, Guido",Parameter estimation from the Ly\ensuremath\alpha forest in the Fourier space using an information-maximizing neural network,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450259
"Antoniadis-Karnavas, A. and Sousa, S.~G. and Delgado-Mena, E. and Santos, N.~C. and Andreasen, D.~T.",ODUSSEAS: Upgraded version with new reference scale and parameter determinations for 82 planet-host M dwarf stars in SWEET-Cat,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450722
"Thomas, G.~F. and Battaglia, G. and Gran, F. and Fern\'andez-Alvar, E. and Tsantaki, M. and Pancino, E. and Hill, V. and Kordopatis, G. and Gallart, C. and Turchi, A. and Masseron, T.",SpectroTranslator: Deep-neural network algorithm for homogenising spectroscopic parameters,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450198
"Liu, Genghao and Tang, Baitian and Ren, Liangliang and Li, Chengyuan and Cheng, Sihao and Zong, Weikai and Fu, Jianning and Ma, Bo and Xu, Cheng and Hu, Yiming",A new code for low-resolution spectral identification of white dwarf binary candidates,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449775
"Verma, Meetu",High-resolution observations of two pores with the integral field unit (IFU) of the GREGOR Infrared Spectrograph (GRIS),2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202347571
"Dahlb\""udding, David and Molaverdikhani, Karan and Ercolano, Barbara and Grassi, Tommaso",Approximating Rayleigh scattering in exoplanetary atmospheres using physics-informed neural networks,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1872
"Greig, Bradley and Bosman, S.~E.~I. and Davies, F.~B. and \vDurov\vc\'\ikov\'a, D. and Fathivavsari, H. and Liu, B. and Meyer, R.~A. and Sun, Z. and D'Odorico, V. and Gallerani, S. and Mesinger, A. and Ting, Y. -S.",Blind QSO reconstruction challenge: exploring methods to reconstruct the Ly \ensuremath\alpha emission line of QSOs,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1985
"Sharma, Arjun and Rajpaul, Vinesh Maguire",Positive and unlabelled machine learning reveals new fast radio burst repeater candidates,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1972
"Simongini, Andrea and Ragosta, F. and Piranomonte, S. and Di Palma, I.",Building spectral templates and reconstructing parameters for core-collapse supernovae with CASTOR,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1911
"Janiurek, Lara and Hendry, Martin A. and Speirits, Fiona C.",Testing the transferability of machine learning techniques for determining photometric redshifts of galaxy catalogue populations,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1901
"Moradi, R. and Rastegarnia, F. and Wang, Y. and Mirtorabi, M.~T.","FNet II: spectral classification of quasars, galaxies, stars, and broad absorption line (BAL) quasars",2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1878
"L\'opez-Valdivia, Ricardo and Adame, Luc\'\ia and Zagala Lagunas, Eduardo and Rom\'an-Z\'u\~niga, Carlos G. and Hern\'andez, Jes\'us and S\'anchez, Edilberto and Fern\'andez-Trincado, Jos\'e G. and Carigi, Leticia and Kounkel, Marina and Lane, Richard R. and Stassun, Keivan G. and Villanova, Sandro","Atmospheric parameters and chemical abundances within 100 pc: a sample of G, K, and M main-sequence stars",2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1809
"Zhao, Xiaosheng and Mao, Yi and Zuo, Shifan and Wandelt, Benjamin D.",Simulation-based Inference of Reionization Parameters from 3D Tomographic 21 cm Light-cone Images. II. Application of Solid Harmonic Wavelet Scattering Transform,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad5ff0
"Rehemtulla, Nabeel and Miller, Adam A. and Jegou Du Laz, Theophile and Coughlin, Michael W. and Fremling, Christoffer and Perley, Daniel A. and Qin, Yu-Jing and Sollerman, Jesper and Mahabal, Ashish A. and Laher, Russ R. and Riddle, Reed and Rusholme, Ben and Kulkarni, Shrinivas R.",The Zwicky Transient Facility Bright Transient Survey. III. BTSbot: Automated Identification and Follow-up of Bright Transients with Deep Learning,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad5666
"G\'omez-Llanos, V. and Garc\'\ia-Rojas, J. and Morisset, C. and Monteiro, H. and Jones, D. and Wesson, R. and Boffin, H.~M.~J. and Corradi, R.~L.~M.",MUSE spectroscopy of the high abundance discrepancy planetary nebula NGC 6153,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450822
"Gallego-Cano, E. and Fritz, T. and Sch\""odel, R. and Feldmeier-Krause, A. and Do, T. and Nishiyama, S.",Photometric classification of stars around the Milky Way's central black hole: I. Central parsec,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449881
"Cagliari, M.~S. and Granett, B.~R. and Guzzo, L. and Bethermin, M. and Bolzonella, M. and de la Torre, S. and Monaco, P. and Moresco, M. and Percival, W.~J. and Scarlata, C. and Wang, Y. and Ezziati, M. and Ilbert, O. and Le Brun, V. and Amara, A. and Andreon, S. and Auricchio, N. and Baldi, M. and Bardelli, S. and Bender, R. and Bodendorf, C. and Branchini, E. and Brescia, M. and Brinchmann, J. and Camera, S. and Capobianco, V. and Carbone, C. and Carretero, J. and Casas, S. and Castellano, M. and Cavuoti, S. and Cimatti, A. and Congedo, G. and Conselice, C.~J. and Conversi, L. and Copin, Y. and Corcione, L. and Courbin, F. and Courtois, H.~M. and Da Silva, A. and Degaudenzi, H. and Di Giorgio, A.~M. and Dinis, J. and Dubath, F. and Duncan, C.~A.~J. and Dupac, X. and Dusini, S. and Ealet, A. and Farina, M. and Farrens, S. and Ferriol, S. and Fotopoulou, S. and Frailis, M. and Franceschi, E. and Galeotta, S. and Gillis, B. and Giocoli, C. and Grazian, A. and Grupp, F. and Haugan, S.~V.~H. and Hoekstra, H. and Hook, I. and Hormuth, F. and Hornstrup, A. and Jahnke, K. and Keih\""anen, E. and Kermiche, S. and Kiessling, A. and Kilbinger, M. and Kubik, B. and K\""ummel, M. and Kunz, M. and Kurki-Suonio, H. and Ligori, S. and Lilje, P.~B. and Lindholm, V. and Lloro, I. and Maino, D. and Maiorano, E. and Mansutti, O. and Marggraf, O. and Markovic, K. and Martinet, N. and Marulli, F. and Massey, R. and Maurogordato, S. and McCracken, H.~J. and Medinaceli, E. and Mei, S. and Mellier, Y. and Meneghetti, M. and Merlin, E. and Meylan, G. and Moscardini, L. and Munari, E. and Nichol, R.~C. and Niemi, S. -M. and Padilla, C. and Paltani, S. and Pasian, F. and Pedersen, K. and Pettorino, V. and Pires, S. and Polenta, G. and Poncet, M. and Popa, L.~A. and Pozzetti, L. and Raison, F. and Rebolo, R. and Renzi, A. and Rhodes, J. and Riccio, G. and Romelli, E. and Roncarelli, M. and Rossetti, E. and Saglia, R. and Sapone, D. and Sartoris, B. and Schneider, P. and Scodeggio, M. and Secroun, A. and Seidel, G. and Seiffert, M. and Serrano, S. and Sirignano, C. and Sirri, G. and Skottfelt, J. and Stanco, L. and Surace, C. and Taylor, A.~N. and Teplitz, H.~I. and Tereno, I. and Toledo-Moreo, R. and Torradeflot, F. and Tutusaus, I. and Valentijn, E.~A. and Valenziano, L. and Vassallo, T. and Veropalumbo, A. and Weller, J. and Zamorani, G. and Zoubian, J. and Zucca, E. and Burigana, C. and Scottez, V. and Viel, M. and Bisigello, L.",Euclid: Testing photometric selection of emission-line galaxy targets,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449970
"Nayak, Parth and Walther, Michael and Gruen, Daniel and Adiraju, Sreyas",LY\ensuremath\alphaNNA: A deep learning field-level inference machine for the Lyman-\ensuremath\alpha forest,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202348485
"Garvin, Emily O. and Bonse, Markus J. and Hayoz, Jean and Cugno, Gabriele and Spiller, Jonas and Patapis, Polychronis A. and dit de la Roche, Dominique Petit and Nath-Ranga, Rakesh and Absil, Olivier and Meinshausen, Nicolai F. and Quanz, Sascha P.",Machine learning for exoplanet detection in high-contrast spectroscopy: Revealing exoplanets by leveraging hidden molecular signatures in cross-correlated spectra with convolutional neural networks,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449149
"Nath-Ranga, R. and Absil, O. and Christiaens, V. and Garvin, E.~O.",Machine learning for exoplanet detection in high-contrast spectroscopy: Combining cross-correlation maps and deep learning on medium-resolution integral-field spectra,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449150
"Rodrigo, Carlos and Cruz, Patricia and Aguilar, John F. and Aller, Alba and Solano, Enrique and G\'alvez-Ortiz, Maria Cruz and Jim\'enez-Esteban, Francisco and Mas-Buitrago, Pedro and Bayo, Amelia and Cort\'es-Contreras, Miriam and Murillo-Ojeda, Raquel and Bonoli, Silvia and Cenarro, Javier and Dupke, Renato and L\'opez-Sanjuan, Carlos and Mar\'\in-Franch, Antonio and de Oliveira, Claudia Mendes and Moles, Mariano and Taylor, Keith and Varela, Jes\'us and Rami\'o, H\'ector V\'azquez",Photometric segregation of dwarf and giant FGK stars using the SVO Filter Profile Service and photometric tools,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449998
"Zbinden, Jonas and Kleint, Lucia and Panos, Brandon","Investigating and comparing the IRIS spectral lines Mg II, Si IV, and C II for flare precursor diagnostics",2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202347824
"Iglesias-Navarro, Patricia and Huertas-Company, Marc and Mart\'\in-Navarro, Ignacio and Knapen, Johan H. and Pernet, Emilie",Deriving the star formation histories of galaxies from spectra with simulation-based inference,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449909
"Guo, Ningyuan and Lucie-Smith, Luisa and Peiris, Hiranya V. and Pontzen, Andrew and Piras, Davide",Deep learning insights into non-universality in the halo mass function,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1696
"Chen, Hongxiang and Wang, Jie and Mao, Tianxiang and Ma, Juntao and Meng, Yuxi and Li, Baojiu and Cai, Yan-Chuan and Neyrinck, Mark and Falck, Bridget and Szalay, Alexander S.",Estimation of line-of-sight velocities of individual galaxies using neural networks - I. Modelling redshift-space distortions at large scales,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1682
"Fagin, Joshua and Vernardos, Georgios and Tsagkatakis, Grigorios and Pantazis, Yannis and Shajib, Anowar J. and O'Dowd, Matthew",Measuring the substructure mass power spectrum of 23 SLACS strong galaxy-galaxy lenses with convolutional neural networks,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1593
"Rezaie, Mehdi and Ross, Ashley J. and Seo, Hee-Jong and Kong, Hui and Porredon, Anna and Samushia, Lado and Chaussidon, Edmond and Krolewski, Alex and de Mattia, Arnaud and Beutler, Florian and Aguilar, Jessica Nicole and Ahlen, Steven and Alam, Shadab and Avila, Santiago and Bahr-Kalus, Benedict and Bermejo-Climent, Jose and Brooks, David and Claybaugh, Todd and Cole, Shaun and Dawson, Kyle and de la Macorra, Axel and Doel, Peter and Font-Ribera, Andreu and Forero-Romero, Jaime E. and Gontcho, Satya Gontcho A. and Guy, Julien and Honscheid, Klaus and Huterer, Dragan and Kisner, Theodore and Landriau, Martin and Levi, Michael and Manera, Marc and Meisner, Aaron and Miquel, Ramon and Mueller, Eva-Maria and Myers, Adam and Newman, Jeffrey A. and Nie, Jundan and Palanque-Delabrouille, Nathalie and Percival, Will and Poppett, Claire and Rossi, Graziano and Sanchez, Eusebio and Schubnell, Michael and Tarl\'e, Gregory and Weaver, Benjamin Alan and Y\`eche, Christophe and Zhou, Zhimin and Zou, Hu",Local primordial non-Gaussianity from the large-scale clustering of photometric DESI luminous red galaxies,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae886
"Yang, Hui and Hare, Jeremy and Kargaltsev, Oleg",A Multiwavelength Machine-learning Approach to Classifying X-Ray Sources in the Fields of Unidentified 4FGL-DR4 Sources,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad543e
"Darc, P. and Bom, C.~R. and Fraga, B. and Kilpatrick, C.~D.",Kilonova Spectral Inverse Modelling with Simulation-based Inference: An Amortized Neural Posterior Estimation Analysis,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad53c7
"Sahakyan, N. and B\'egu\'e, D. and Casotto, A. and Dereli-B\'egu\'e, H. and Giommi, P. and Gasparyan, S. and Vardanyan, V. and Khachatryan, M. and Pe'er, A.",Modeling Blazar Broadband Emission with Convolutional Neural Networks. II. External Compton Model,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad5351
"Bai, Jiachen and Xia, Jun-Qing",FREmu: Power Spectrum Emulator for f(R) Gravity,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad55ef
"Kao, Malia L. and Hawkins, Keith and Rogers, Laura K. and Bonsor, Amy and Dunlap, Bart H. and Sanders, Jason L. and Montgomery, M.~H. and Winget, D.~E.",Hunting for Polluted White Dwarfs and Other Treasures with Gaia XP Spectra and Unsupervised Machine Learning,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad5d6e
"Prelogovi\'c, David and Mesinger, Andrei",How informative are summaries of the cosmic 21 cm signal?,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449309
"Signor, T. and Jofr\'e, P. and Mart\'\i, L. and S\'anchez-Pi, N.",A baseline on the relation between chemical patterns and the birth stellar cluster,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449938
"Vil\'agos, B. and Cseh, B. and Yag\""ue L\'opez, A. and Joyce, M. and Karakas, A. and Tagliente, G. and Lugaro, M.",Barium stars as tracers of s-process nucleosynthesis in AGB stars. III. Systematic deviations from the AGB models,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450084
"Mart\'\inez-Solaeche, G. and Garc\'\ia-Benito, R. and Gonz\'alez Delgado, R.~M. and D\'\iaz-Garc\'\ia, L. and S\'anchez, S.~F. and Conrado, A.~M. and Rodr\'\iguez-Mart\'\in, J.~E.",Exploring galaxy properties of eCALIFA with contrastive learning,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202450074
"Fern\'andez, V. and Amor\'\in, R. and Firpo, V. and Morisset, C.",LIME: A LIne MEasuring library for large and complex spectroscopic data sets. I. Implementation of a virtual observatory for JWST spectra,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449224
"Grespan, M. and Thuruthipilly, H. and Pollo, A. and Lochner, M. and Biesiada, M. and Etsebeth, V.",TEGLIE: Transformer encoders as strong gravitational lens finders in KiDS. From simulations to surveys,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202449929
"Wang, Lingyu and La Marca, Antonio and Gao, Fangyou and Pearson, William J. and Margalef-Bentabol, Berta and B\'ethermin, Matthieu and Bing, Longji and Donnellan, James and Hurley, Peter D. and Oliver, Seb J. and Hale, Catherine L. and Jarvis, Matt J. and Marchetti, Lucia and Vaccari, Mattia and Whittam, Imogen H.",Probabilistic and progressive deblended far-infrared and sub-millimetre point source catalogues. I. Methodology and first application in the COSMOS field,2024,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202349055
"Hou, Xiaokun and Zhao, Gang and Li, Haining",Very metal-poor stars I: a catalogue derived from LAMOST DR9,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1567
"Zhong, Fucheng and Napolitano, Nicola R. and Heneka, Caroline and Li, Rui and Bauer, Franz Erik and Bouche, Nicolas and Comparat, Johan and Kim, Young-Lo and Krogager, Jens-Kristian and Longhetti, Marcella and Loveday, Jonathan and Roukema, Boudewijn F. and Rouse, Benedict L. and Salvato, Mara and Tortora, Crescenzo and Assef, Roberto J. and Cassar\`a, Letizia P. and Costantin, Luca and Croom, Scott M. and Davies, Luke J.~M. and Fritz, Alexander and Guiglion, Guillaume and Humphrey, Andrew and Pompei, Emanuela and Ricci, Claudio and Sif\'on, Crist\'obal and Tempel, Elmo and Zafar, Tayyaba",Galaxy Spectra neural Network (GaSNet). II. Using deep learning for spectral classification and redshift predictions,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1461
"Cai, Jianghui and Zhang, Mingxing and Yang, Haifeng and Shi, Chenhui and Zhou, Lichan and He, Yanting and Su, Meihong and Zhao, Xujun and Chen, Jiongyu",Data mining techniques on astronomical spectra data - III. Association analysis,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1525
"Parker, Liam and Lanusse, Francois and Golkar, Siavash and Sarra, Leopoldo and Cranmer, Miles and Bietti, Alberto and Eickenberg, Michael and Krawezik, Geraud and McCabe, Michael and Morel, Rudy and Ohana, Ruben and Pettee, Mariel and R\'egaldo-Saint Blancard, Bruno and Cho, Kyunghyun and Ho, Shirley and Polymathic AI Collaboration",AstroCLIP: a cross-modal foundation model for galaxies,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1450
"Zhang, Haocheng and Dong, Lingyi and Giannios, Dimitrios",Radiative properties of plasmoids and plasmoid mergers in magnetic reconnection,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1440
"Bonici, Marco and Biggio, Luca and Carbone, Carmelita and Guzzo, Luigi",Fast emulation of two-point angular statistics for photometric galaxy surveys,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1261
"Magee, M.~R. and Siebenaler, L. and Maguire, K. and Ackley, K. and Killestein, T.",Quantitative modelling of type Ia supernovae spectral time series: constraining the explosion physics,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1233
"Biswas, Pralay and Wadadekar, Yogesh",Structure and Kinematics of Star-forming Elliptical Galaxies in SDSS-MaNGA,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad4ee3
"\vDurov\vc\'\ikov\'a, Dominika and Eilers, Anna-Christina and Chen, Huanqing and Satyavolu, Sindhu and Kulkarni, Girish and Simcoe, Robert A. and Keating, Laura C. and Haehnelt, Martin G. and Ba\~nados, Eduardo",Chronicling the Reionization History at 6 \ensuremath\lesssim z \ensuremath\lesssim 7 with Emergent Quasar Damping Wings,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad4888
"Thiele, Leander and Massara, Elena and Pisani, Alice and Hahn, ChangHoon and Spergel, David N. and Ho, Shirley and Wandelt, Benjamin",Neutrino Mass Constraint from an Implicit Likelihood Analysis of BOSS Voids,2024,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/ad434e
